StudentID,num__Age,num__StudyHours,num__Attendance,num__PreviousGPA,num__AssignmentsCompleted,num__SleepHours,num__InternetHours,cat__Scholarship_No,cat__Scholarship_Sí,cat__Program_Administración,cat__Program_Contador Auditor,cat__Program_Ingeniería Civil,cat__Program_Ingeniería Industrial,cat__Program_Ingeniería Informática,FinalGrade
STU-10420,-0.4334725044325135,-1.117821513168523,0.28739236725559353,-1.2337686387881577,-0.816658815134874,-0.5054882077699776,-0.7963286950663256,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.66
STU-11914,0.34735627946683245,0.4606816674655025,1.5048481821057689,1.3778608094571978,1.0585876518438173,-1.0407230381249342,-0.680270810910519,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.1
STU-12156,1.6487375859657423,0.2605609537499342,-0.9507987047818118,0.3164499107050751,-0.249320969466956,0.15326235266689298,-0.3443137778279203,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.04
STU-13582,-0.1731962431327315,1.0467494719182389,0.47894664793761604,0.023165320260409614,1.0585876518438173,-1.3536295543324472,-0.958198901915214,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.6
STU-12642,0.08708001816705048,0.34428492581461084,0.19852697931032467,0.21868838055685288,0.8586479784977447,1.4954666195570157,1.5492622268194531,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.92
STU-13706,-0.1731962431327315,-0.023283732030311134,-0.6624798905593857,-0.8846203168302224,1.0585876518438173,-0.2749255116170729,-1.5965172647721513,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.76
STU-14913,-0.6937487657322955,-0.27649769632347954,0.0657225939921197,-1.2477345716664747,-0.3597569623259783,-1.1642387682068476,-1.0009570697620902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.12
STU-10549,0.6076325407666144,1.8084334128968824,1.5048481821057689,-0.8287565853169527,1.0585876518438173,-0.5960664098300468,1.0880848450424316,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.55
STU-10758,-1.4745775496316413,0.7731150266336863,-0.6802529681484386,-0.06063027700949553,1.0585876518438173,-1.131301240185004,1.8607860211324079,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.2
STU-11896,0.34735627946683245,-0.1376384255820647,-0.7148117301271549,-0.605301659263874,-1.6958159347576778,0.5155751609071711,-0.17328110644041572,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.94
STU-12682,-1.2143012883318594,0.2278881841637189,0.8551434569059186,0.023165320260409614,0.24439288096161416,-0.9419104540594035,0.15045930725736087,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.91
STU-10071,1.6487375859657423,-1.1219056093667998,-1.8137803610503056,-1.1499730415182536,-1.0519668783508291,-0.9995511280976299,-1.0650943215324045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.87
STU-12224,-1.4745775496316413,0.08086072102575001,1.2441763774663153,-0.6890972565337792,1.0585876518438173,-0.4807850617535948,-0.5642129267547122,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.61
STU-13314,-1.4745775496316413,0.5832045534138101,0.0657225939921197,-0.6890972565337792,-0.12083987973554446,0.3179499927761099,-0.6222418688326155,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.88
STU-11726,-1.2143012883318594,-1.032055493004708,-0.8372484868517462,-0.7309950551687304,-0.18074960135187665,-0.3078630396389165,1.0239475932721172,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.99
STU-14904,1.3884613246659603,-2.2695366410826114,-0.1115144852987225,-1.6248147593810454,-0.9473053164909724,0.48263763288532757,-1.608733884156973,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.51
STU-14527,-1.4745775496316413,-0.8768598374701851,1.0012776504159158,-1.345496101814697,0.1729342973469531,-0.19258169156246446,-0.5275630686002469,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.38
STU-13050,-0.4334725044325135,0.26872914614648785,-0.41069462471445917,-0.6332335250205094,0.4039115373135357,0.04621538659590096,1.9890605246730364,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.09
STU-12544,-0.1731962431327315,-0.8952382703624312,-2.055691694901314,-1.094109310004984,-1.2930493725659498,0.5979189809617803,0.07105128125601948,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.19
STU-10627,0.34735627946683245,0.8772594796897474,-1.4553566296710574,-0.04666434413117842,0.5605429781658735,0.35088752079795343,1.243846742198909,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.98
STU-10691,-0.6937487657322955,-0.9891724829228002,-2.837830532969599,-0.22822147154930458,-1.425139481671839,0.9849349352184406,-1.3491307222295104,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.65
STU-10450,0.6076325407666144,0.23197228036199571,0.6013834046622074,-1.778440021042536,0.1729342973469531,-1.0571918021358562,-0.3504220875203313,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.93
STU-14977,-0.1731962431327315,0.5096908218448254,0.688274006208693,0.42817737373161324,0.1729342973469531,0.48263763288532757,-0.1580103322093886,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.5
STU-13284,-0.1731962431327315,-1.5834084797720904,-0.7622066036979637,-2.3789751348101853,-0.7762377981407219,-0.019659669447785372,-1.3582931867681267,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.24
STU-13671,0.08708001816705048,-0.3663478126855715,-0.23000166922574575,0.35834770934002647,-1.9361766250979031,0.8614192051365286,-0.6405667979098483,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.39
STU-13436,0.34735627946683245,-0.3295909469010793,-1.5323732992236232,-0.4935741962373346,-0.5120575799289435,0.23560617272150144,-0.8665742565290508,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.75
STU-10371,-1.4745775496316413,1.038581279521685,0.4463626723576845,0.3164499107050751,0.24222746933692738,1.5037010015624763,-0.6650000366794918,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.81
STU-14491,-0.6937487657322955,-0.7788415287115392,0.5214045555114671,-0.186323672914352,0.1729342973469531,1.643685495655311,-0.5275630686002469,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.01
STU-10787,-0.4334725044325135,-0.9707940500305541,-0.043384354540683706,-0.8008247195603185,-1.528357435781906,1.281372687415033,-0.9704155213000357,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.54
STU-11541,-0.9540250270320775,-2.0918784564575654,-1.4494322704747058,-0.13045994140108233,-1.7679963222472348,-0.40667562370444704,-1.4743510709239334,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.94
STU-13577,0.34735627946683245,-0.7686312882158471,-0.9665969959720815,-0.9684159141001275,1.0585876518438173,-0.7113477579064995,0.1657300814883883,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.54
STU-13293,1.1281850633661783,-0.04778830921997243,-0.12138841729264063,-0.21425553867098746,0.6854150485228074,-0.2749255116170729,-0.9337656631455705,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.05
STU-11502,-1.4745775496316413,0.7588206899397171,-0.27542175639777255,-0.27011927018425713,0.23428762671307612,1.890716955819138,-0.9307115082993651,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.38
STU-11248,-0.4334725044325135,-0.0988395116984338,-1.6765327063348356,1.3918267423355148,-0.16703532772886098,0.32618437478157136,-0.5458879976774794,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.95
STU-11483,-0.4334725044325135,-0.023283732030311134,-1.4316591928856515,-1.5410191621111402,-1.9520563103456054,0.7461378570600758,-0.1580103322093886,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.97
STU-11197,0.8679088020663964,-0.023283732030311134,-0.3405897075576356,0.553870769636471,-0.9891699412349153,-1.263051352272378,2.5620963276923314,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.03
STU-12355,-0.6937487657322955,-1.1954193409357843,-1.4217852608917334,0.03713125313872672,0.18376135547038602,-0.43961315172629056,0.5077954242633977,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.9
STU-13295,-0.1731962431327315,-0.6318140655735707,-1.0979202914912,0.023165320260409614,-0.4983433063059269,-0.5301913537863597,-0.65278341729467,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.48
STU-11954,0.08708001816705048,-1.1239476574659382,-0.11743884449507394,0.6376663669063749,-0.39512535219586087,0.6802628010163888,-0.1763352612866211,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.98
STU-10190,-1.4745775496316413,-1.9734396667075356,-2.2028132816107022,0.6376663669063749,-3.0867320016814417,0.24384055472696214,-0.5245089137540415,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.12
STU-14114,-0.1731962431327315,2.2883147161944195,0.0657225939921197,1.7968387958067198,1.0585876518438173,0.8202472951092236,-0.1580103322093886,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.76
STU-12753,0.8679088020663964,-0.3928944379743715,-0.08781704851331673,-0.5634038606289227,-0.6138319262892187,1.1002162832948932,-0.9826321406848575,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.73
STU-10158,-1.2143012883318594,-0.023283732030311134,-1.1561764902553207,-1.345496101814697,-1.1227036580905954,1.1660913393385803,-0.5122922943692197,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.73
STU-13760,-0.6937487657322955,-0.12538613698723386,-0.6654420701575614,-0.5773697935072397,-0.4781327978088518,0.14502797066143155,1.0117309738872955,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.44
STU-14372,-1.4745775496316413,0.6587603330819327,-0.16582111126527507,1.0287124874992626,1.0585876518438173,1.1331538113167374,-0.7657871466042713,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.85
STU-12012,-0.9540250270320775,-0.07025083831049568,-0.3396023143582447,-0.03269841125286007,0.8196705692533834,0.8284816771146842,-0.7535705272194495,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.85
STU-14911,-1.4745775496316413,-0.23361468624157183,-0.3613249647448657,-0.4656423304807004,-1.259846394320754,-0.5054882077699776,-1.4529719870004953,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.61
STU-10960,-0.4334725044325135,0.08086072102575001,0.474009681940657,0.8471553600811365,-0.6953957641524178,0.4661688688744062,0.1962716299504426,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.98
STU-10689,-0.6937487657322955,0.45251347506894884,1.3972223233720547,0.5818026353931052,0.1729342973469531,0.35088752079795343,0.614690843880588,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.63
STU-14852,-0.1731962431327315,0.9017640568794091,0.0657225939921197,-0.35391486745416106,-0.5070049528046741,0.3014812287651885,-0.7902203853739148,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.2
STU-12737,0.08708001816705048,0.7690309304354095,0.8916770052834183,-1.9599971484606635,1.0585876518438173,1.511935383567937,-1.361347341614332,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.34
STU-13404,1.6487375859657423,-0.6134356326813246,-1.2262814074121429,-0.7030631894120962,0.5720918401642034,-1.444207756392517,-0.7810579208352986,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.47
STU-11485,-0.9540250270320775,-0.5583003340045861,-1.020903621938634,-0.5215060619939701,-1.2988238035651143,0.7049659470327716,-0.7871662305277093,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.87
STU-11178,0.6076325407666144,-0.5378798530132016,-1.0989076846905923,0.5818026353931052,-0.8448091662558013,0.02151224057951886,2.5620963276923314,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.31
STU-14613,-1.2143012883318594,-0.19889986855621813,-1.7071418955159838,-0.772892853803683,0.1729342973469531,-0.1514097815351595,1.3110381488154284,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.59
STU-11696,1.3884613246659603,-1.8080337706773206,0.11262377096323296,-1.1499730415182536,-2.226341782805922,-0.8760353980157165,-0.3718011714437695,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.09
STU-12164,0.8679088020663964,1.2468701856338074,0.731719306981935,-0.8147906524386356,1.0585876518438173,-0.8183947239774908,2.040981157058529,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.93
STU-11377,-0.1731962431327315,0.6996012950647017,-0.006850806163184072,0.8750872258377707,-0.5142229915536304,0.9519974071965978,0.4955788048785759,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.64
STU-14598,-1.2143012883318594,0.4137145611853183,-0.1302749560871678,1.4476904738487846,-0.0883587053652436,0.6473252729945452,1.1125180838120752,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.37
STU-14485,0.6076325407666144,0.8425446620043934,0.8650173888998368,-0.17235774003603488,-0.383576490197532,-0.7689884319447252,-1.0803650957634316,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.77
STU-11929,1.1281850633661783,-0.20911010905191055,-2.614556245757112,-0.7170291222904134,0.1729342973469531,2.3765454941413293,-0.778003765989093,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.46
STU-14822,-0.1731962431327315,0.9528152593578705,1.5048481821057689,1.056644353255897,1.0585876518438173,0.9108254971692927,-0.4115051844444402,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.69
STU-12423,-0.4334725044325135,-0.5460480454097556,1.5048481821057689,0.03713125313872672,1.0585876518438173,-0.9336760720539429,0.15962177179597728,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.17
STU-13876,1.1281850633661783,1.8799050963667288,1.5048481821057689,0.10696091753031352,1.0585876518438173,-0.044362815464168204,0.38562923041518,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.59
STU-10355,-0.1731962431327315,1.779844739508944,0.912412262470647,1.7968387958067198,1.0585876518438173,-0.950144836064865,0.6513407020350531,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.03
STU-10941,-0.6937487657322955,-1.626291489853998,-0.8046645112718147,-0.8147906524386356,-0.47091475905989555,-0.5960664098300468,0.3428710625683039,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.99
STU-10730,0.08708001816705048,0.49948058134913337,0.12940945535289353,0.4561092394882487,1.0585876518438173,-0.3572693316716814,2.346396641679073,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.3
STU-10223,0.6076325407666144,1.853358471077929,1.5048481821057689,1.7968387958067198,1.0585876518438173,0.18619988068873652,0.8437524573459961,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.85
STU-14173,-0.1731962431327315,0.015515181853319404,0.41772826957531967,0.1907565148002174,0.10508473310676966,-0.5301913537863597,-1.4560261418467009,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.19
STU-10721,1.9090138472655243,-0.345927331694187,0.5974338318646407,0.40024550797497904,1.0585876518438173,-0.8183947239774908,-0.7505163723732441,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.42
STU-11340,0.6076325407666144,-0.023283732030311134,0.6290304142451799,0.5818026353931052,0.5807534866629496,-0.5137225897754384,-0.1580103322093886,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.25
STU-10781,0.08708001816705048,-0.8972803184615697,-0.5667027502183745,-0.4935741962373346,-0.3907945289464873,-0.9007385440320993,1.2621716712761413,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.69
STU-14310,-0.4334725044325135,-1.7181836543152287,-1.0130044763434993,-1.3315301689363799,-1.2656208253199186,0.16149673467235368,-1.727845923158985,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.09
STU-13245,0.34735627946683245,-1.0095929639141847,-0.5844758278074274,-0.17235774003603488,-0.239215715218418,0.005043476568596729,-0.43899257806028913,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.43
STU-13712,-0.9540250270320775,-0.1335543293837875,-0.3445392803552037,0.1767905819219003,-0.2103435602225948,0.27677808274880566,2.5620963276923314,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.85
STU-11966,-0.4334725044325135,-0.7216641819356626,0.03758188780945035,-0.605301659263874,0.9510388744843777,0.5896845989563189,-1.2911017801516071,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.7
STU-13046,-0.6937487657322955,-0.578720814995971,-2.837830532969599,-2.0437927457305674,-1.3385230166843705,-0.34080056766076,-0.7596788369118603,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.49
STU-13878,0.8679088020663964,-1.2423864472159685,-1.146302558261401,-1.4432576319629191,-1.11548561934164,1.0508099912621276,-1.526271703309426,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.76
STU-12575,-0.4334725044325135,0.4668078117629181,0.0657225939921197,1.7968387958067198,0.245836488711405,-0.5301913537863597,-0.9368198179917759,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.81
STU-14891,-0.4334725044325135,-1.1770409080435382,1.3527896293994204,-0.8706543839519053,1.0585876518438173,0.7132003290382323,2.5620963276923314,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.67
STU-14665,-1.4745775496316413,-0.9483315209400311,-1.1561764902553207,-0.8427225181952698,-0.3907945289464873,-2.5558493271297356,-0.3504220875203313,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.24
STU-10690,2.559704500514979,-0.8258086349917237,-1.1334664466693072,-0.8008247195603185,-0.5402079310498709,-0.43137876972082917,-1.4804593806163444,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.04
STU-10531,-0.9540250270320775,-1.3628672850651373,-0.7217234825228973,-2.1415542758787898,-2.5294994102620616,-1.2877544982887603,1.1094639289658692,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.58
STU-13733,-1.4745775496316413,0.00938903755590417,-0.07794311651939859,0.3304158435833922,-0.7682979555168707,-0.4478475337317513,-0.65278341729467,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.56
STU-12911,0.8679088020663964,0.440261186474118,1.3182308674207055,0.3164499107050751,0.9358809931115701,0.9025911151638321,0.5566619018026848,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.12
STU-12694,-0.6937487657322955,0.3769576954008262,-0.9320382339933666,0.023165320260409614,0.35988150094490495,1.2319663953822673,-1.7309000780051904,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.92
STU-12843,0.08708001816705048,-0.7237062300348011,-2.0981496024751642,-0.6192675921421923,0.1729342973469531,-0.4972538257645162,-0.723028978757395,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.26
STU-11959,0.6076325407666144,-1.3220263230823683,-0.8915551128182988,-1.5549850949894586,-1.3666733678052978,-0.5137225897754384,-1.2452894574585254,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.91
STU-11479,-0.6937487657322955,0.7547365937414402,-0.2319764556245305,-0.9404840483434921,0.5013550604244372,0.9190598791747534,0.2543005720283461,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.25
